8785,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8786,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8787,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8788,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8789,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8790,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8791,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8792,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8793,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8794,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8795,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8796,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8797,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8798,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8799,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,49
8800,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8801,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8805,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,43,43,43,49
8806,45,45,45,45,45,45,45,45,44,44,44,44,43,43,43,43,43,43,49
8807,44,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,49
8808,45,45,45,45,45,45,45,45,44,44,44,44,43,43,43,43,43,43,49
8809,45,45,45,45,45,45,45,45,44,44,44,44,43,43,43,43,43,43,49
8810,45,45,45,45,45,45,45,45,44,44,44,44,43,43,43,43,43,43,49
8811,45,45,45,45,45,45,45,45,44,44,44,44,43,43,43,43,43,43,49
8812,45,45,45,45,45,45,45,45,44,44,44,44,43,43,43,43,43,43,49
8813,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,43,43,43,49
8814,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,43,43,43,49
8815,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,43,43,43,49
8816,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,43,43,43,49
8817,45,45,45,45,45,45,45,45,44,44,44,44,43,43,43,43,43,43,49
8818,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,43,43,43,49
8819,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,43,43,43,49
8820,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,49
8821,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,49
8822,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8823,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8824,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8825,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8826,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8827,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8828,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8829,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8830,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8831,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8832,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8833,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8834,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8835,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8836,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8837,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8838,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8839,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8840,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8841,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8842,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8843,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8844,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8845,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8846,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8847,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8848,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8849,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8850,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8851,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8852,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8853,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8854,41,41,41,41,41,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8855,41,41,41,41,41,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8856,41,41,41,41,41,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8857,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,35,35,49,49
8858,42,42,27,27,27,27,27,27,27,27,27,35,35,35,35,35,35,49,49
8859,42,42,27,27,27,27,27,27,27,27,27,35,35,35,35,35,35,49,49
8860,42,42,27,27,27,27,27,27,27,27,27,35,35,35,35,35,35,49,49
8861,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,35,35,49,49
8862,41,41,41,41,41,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8863,41,41,41,41,41,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8864,41,41,41,41,41,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8865,41,41,41,41,41,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8866,41,41,41,41,41,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8867,41,41,41,41,41,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8868,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,35,35,49,49
8869,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,35,35,49,49
8870,42,42,27,27,27,27,27,27,27,27,27,35,35,35,35,35,35,49,49
8871,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,35,35,49,49
8872,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,35,35,49,49
8873,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,35,35,49,49
8874,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,35,35,49,49
8875,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,49,49
8876,28,28,28,28,28,28,28,28,28,28,28,28,28,28,35,35,35,49,49
8877,28,28,28,28,28,28,28,28,28,28,28,28,28,28,35,35,35,49,49
8894,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8895,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8896,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8897,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8898,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8899,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8900,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8901,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8902,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8903,33,26,26,26,26,26,26,26,26,26,26,26,47,20,20,20,49,49,49
8904,33,26,26,26,26,26,26,26,26,26,26,26,47,20,20,20,49,49,49
8907,33,26,26,26,26,26,26,26,26,26,26,26,47,20,20,20,49,49,49
8908,33,26,26,26,26,26,26,26,26,26,26,26,47,20,20,20,49,49,49
8909,33,26,26,26,26,26,26,26,26,26,26,26,47,20,20,20,49,49,49
8910,33,26,26,26,26,26,26,26,26,26,26,26,47,20,20,20,49,49,49
8911,33,26,26,26,26,26,26,26,26,26,26,26,47,20,20,20,49,49,49
8912,33,26,26,26,26,26,26,26,26,26,26,26,47,20,20,20,49,49,49
8913,33,26,26,26,26,26,26,26,26,26,26,26,47,20,20,20,49,49,49
8919,24,24,24,24,24,24,24,24,24,24,24,24,31,31,31,43,43,43,49
8920,24,24,24,24,24,24,24,24,24,24,24,24,31,31,31,43,43,43,49
8921,24,24,24,24,24,24,24,24,24,24,24,24,31,31,31,43,43,43,49
8922,25,25,25,25,25,25,24,24,24,24,24,24,31,31,31,43,43,43,49
8923,25,25,25,25,25,25,24,24,24,24,24,24,31,31,31,43,43,43,49
8924,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8925,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8926,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8927,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8928,26,26,26,26,26,26,26,26,26,26,26,26,47,20,20,20,49,49,49
8929,26,26,26,26,26,26,26,26,26,26,26,26,47,20,20,20,49,49,49
8930,26,26,26,26,26,26,26,26,26,26,26,26,47,20,20,20,49,49,49
8931,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8932,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8933,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8934,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8935,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8936,39,39,39,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8937,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8938,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8939,41,41,41,41,41,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8940,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8941,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8942,40,40,40,39,39,39,39,39,39,26,26,26,47,20,20,20,49,49,49
8943,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8944,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8945,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,35,35,49,49
8946,41,41,41,41,41,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8947,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8948,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8949,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
8950,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49
