10644,5,5,5,5,5,5,5,5,5,5,5,5,49,49,49,49,49,49,49
10645,10,10,10,17,17,17,17,17,17,17,18,18,49,49,49,49,49,49,49
10645,10,10,10,17,17,17,17,17,17,17,18,18,49,49,49,49,49,49,49
10646,10,10,10,17,17,17,17,17,17,17,18,18,49,49,49,49,49,49,49
10646,10,10,10,17,17,17,17,17,17,17,18,18,49,49,49,49,49,49,49
10647,10,10,10,17,17,17,17,17,17,17,18,18,49,49,49,49,49,49,49
10647,5,5,5,5,5,5,5,5,5,5,5,5,49,49,49,49,49,49,49
10648,5,5,5,5,5,5,5,5,5,5,5,5,49,49,49,49,49,49,49
10648,5,5,5,5,5,5,5,5,5,5,5,5,49,49,49,49,49,49,49
10649,5,5,5,5,5,5,5,5,5,5,5,5,49,49,49,49,49,49,49
10649,5,5,5,5,5,5,5,5,5,5,5,5,49,49,49,49,49,49,49
10650,5,5,5,5,5,5,5,5,5,5,5,5,49,49,49,49,49,49,49
10650,6,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49
