10971,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
10972,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10972,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10973,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10973,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10974,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10974,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10975,12,12,12,12,12,12,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
10975,12,12,12,12,12,12,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
10976,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
10976,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
10977,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,35,35,35,35,49,49,49
10977,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,35,35,35,35,49,49,49
10978,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,35,35,35,35,49,49,49
10978,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,35,35,35,35,49,49,49
10979,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,35,35,35,35,49,49,49
10979,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
10980,48,48,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
10980,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10981,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10981,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10982,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10982,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10983,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10983,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10984,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10984,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10985,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10985,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10986,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10986,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10987,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10987,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10988,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10988,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10989,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10989,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
10990,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
10990,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
10991,48,48,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
10991,48,48,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
10992,12,12,12,12,12,12,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
10992,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10993,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10993,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
10994,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10994,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10995,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10995,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10996,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
10996,48,48,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
10997,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
10997,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
10998,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
10998,48,48,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
10999,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
10999,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11000,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11000,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11001,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11001,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11002,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11002,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11003,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11003,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11004,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11004,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11005,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11005,22,22,22,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,49
11006,22,22,22,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,49
11006,22,22,22,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,49
11007,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,1,43,49
11007,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,1,43,49
11008,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,1,43,49
11008,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,15,15,15,15,1,43,49
11009,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,15,15,15,15,1,43,49
11009,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,15,15,15,15,1,43,49
11010,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,15,15,15,15,1,43,49
11010,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,1,43,49
11011,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,1,43,49
11011,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,1,43,49
11012,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,1,43,49
11012,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,1,43,49
11013,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,1,43,49
11013,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,15,15,15,15,1,43,49
11014,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,15,15,15,15,1,43,49
11014,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,15,15,15,15,1,43,49
11015,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,15,15,15,15,1,43,49
11015,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,15,15,15,15,1,43,49
11016,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,15,15,15,15,1,43,49
11016,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,15,15,15,15,1,43,49
11017,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,1,43,49
11017,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,1,43,49
11018,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,1,43,49
11018,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,1,43,49
11019,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,1,43,49
11019,22,22,22,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,49
11020,22,22,22,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,49
11020,22,22,22,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,49
11021,29,29,29,29,29,29,29,29,29,29,29,29,29,15,15,15,15,15,15,1,43,49
11021,29,29,29,29,29,29,29,29,29,29,29,29,29,15,15,15,15,15,15,1,43,49
11022,29,29,29,29,29,29,29,29,29,29,29,29,29,15,15,15,15,15,15,1,43,49
11022,36,36,36,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11023,36,36,36,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11023,36,36,36,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11024,36,36,36,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11024,36,36,36,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11025,36,36,36,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11025,36,36,36,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11026,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,49
11026,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,49
11027,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,49
11027,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11028,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11028,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11029,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11029,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11030,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11030,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11031,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11031,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11032,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11032,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11033,37,37,37,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11033,37,37,37,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11034,37,37,37,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11034,37,37,37,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11035,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11035,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11036,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11036,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11037,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11037,37,37,37,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11038,37,37,37,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11038,37,37,37,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11039,37,37,37,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11039,37,37,37,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11040,37,37,37,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11040,37,37,37,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,49
11041,38,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,43,49
11041,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,43,49
11042,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11042,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11043,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11043,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11044,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11044,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11045,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11045,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11046,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11046,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11047,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11047,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11048,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11048,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11049,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11049,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11050,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11050,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11051,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11051,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11052,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11052,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11053,17,17,17,17,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11053,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11054,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11054,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11055,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11055,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11056,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11056,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11057,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11057,12,12,12,12,12,12,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11058,6,6,6,6,6,6,6,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
11058,6,6,6,6,6,6,6,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
11059,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,49,49,49,49,49
11059,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,49,49,49,49,49
11060,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,49,49,49,49,49
11060,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,49,49,49,49,49
11061,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,49,49,49,49,49
11061,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,49,49,49,49,49
11062,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,49,49,49,49,49
11062,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,49,49,49,49,49
11063,6,6,6,6,6,6,6,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
11063,6,6,6,6,6,6,6,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
11064,5,5,5,5,5,5,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
11064,11,11,11,10,17,17,17,17,17,17,17,17,17,18,49,49,49,49,49,49,49,49
11065,30,30,30,30,23,23,23,23,23,23,24,24,31,31,31,31,43,43,43,43,43,49
11065,12,12,12,12,12,12,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11066,12,12,12,12,12,12,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11066,12,12,12,12,12,12,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11067,12,12,12,12,12,12,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11067,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11068,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11068,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11069,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11069,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11070,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11070,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11071,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11071,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11072,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11072,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11073,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11073,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11074,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11074,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
11075,48,48,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11075,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11076,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11076,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11077,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11077,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11078,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11078,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11079,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11079,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11080,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11080,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11081,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11081,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11082,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11082,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11083,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11083,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11084,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11084,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11085,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11085,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11086,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11086,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11087,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11087,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11088,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11088,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11089,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11089,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11090,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11090,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11091,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11091,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11092,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11092,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11093,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11093,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11094,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11094,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11095,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11095,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11096,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11096,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11097,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11097,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
11098,47,47,47,47,47,47,47,47,47,47,47,47,47,20,20,20,20,20,49,49,49,49
