10754,8,8,8,8,8,8,8,8,3,3,3,4,4,15,15,15,1,43,43,49
10755,8,8,8,8,8,8,8,8,3,3,3,4,4,15,15,15,1,43,43,49
10755,8,8,8,8,8,8,8,8,3,3,3,4,4,15,15,15,1,43,43,49
10756,8,8,8,8,8,8,8,8,3,3,3,4,4,15,15,15,1,43,43,49
10756,8,8,8,8,8,8,8,8,3,3,3,4,4,15,15,15,1,43,43,49
10757,8,8,8,8,8,8,8,8,3,3,3,4,4,15,15,15,1,43,43,49
10757,8,8,8,8,8,8,8,8,3,3,3,4,4,15,15,15,1,43,43,49
10758,8,8,8,8,8,8,8,8,3,3,3,4,4,15,15,15,1,43,43,49
10758,9,9,9,9,9,9,9,4,4,4,4,4,4,15,15,15,1,43,43,49
10759,8,8,8,8,8,8,8,8,3,3,3,4,4,15,15,15,1,43,43,49
10759,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10760,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10760,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10761,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10761,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10762,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10762,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10763,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10763,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10764,29,29,29,29,29,29,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10764,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,43,43,49
10765,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,43,43,49
10765,29,29,29,29,29,29,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10766,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,43,43,49
10766,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,43,43,49
10767,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,43,43,49
10767,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,43,43,49
10768,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10768,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10769,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10769,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10770,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10770,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10771,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10771,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10772,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10772,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10773,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10773,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10774,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10774,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10775,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10775,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10776,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10776,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10777,30,23,23,23,23,23,23,24,31,31,31,31,31,31,43,43,43,43,43,49
10777,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10778,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10778,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10779,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10779,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10780,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10780,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10781,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10781,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10782,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10782,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10783,30,23,23,23,23,23,23,24,31,31,31,31,31,31,43,43,43,43,43,49
10783,17,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10784,30,23,23,23,23,23,23,24,31,31,31,31,31,31,43,43,43,43,43,49
10784,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10785,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10785,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10786,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10786,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10787,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10787,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10788,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10788,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10789,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10789,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10790,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10790,36,36,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10791,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10791,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10792,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10792,30,23,23,23,23,23,23,24,31,31,31,31,31,31,43,43,43,43,43,49
10793,30,23,23,23,23,23,23,24,31,31,31,31,31,31,43,43,43,43,43,49
10793,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10794,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10794,30,23,23,23,23,23,23,24,31,31,31,31,31,31,43,43,43,43,43,49
10795,30,23,23,23,23,23,23,24,31,31,31,31,31,31,43,43,43,43,43,49
10795,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10796,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10796,30,23,23,23,23,23,23,24,31,31,31,31,31,31,43,43,43,43,43,49
10797,30,23,23,23,23,23,23,24,31,31,31,31,31,31,43,43,43,43,43,49
10797,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10798,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10798,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10799,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10799,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10800,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10800,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10801,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10801,37,37,36,36,36,44,44,44,43,43,43,43,43,43,43,43,43,43,43,49
10802,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10802,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10803,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10803,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10804,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10804,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10805,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10805,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10806,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10806,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,1,43,43,49
10807,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,1,43,43,49
10807,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,1,43,43,49
10808,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,1,43,43,49
10808,8,8,8,8,8,8,8,8,3,3,3,4,4,15,15,15,1,43,43,49
10809,8,8,8,8,8,8,8,8,3,3,3,4,4,15,15,15,1,43,43,49
10809,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10810,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10810,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10811,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10811,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10812,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10812,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10815,8,8,8,8,8,8,8,8,3,3,3,4,4,15,15,15,1,43,43,49
10815,8,8,8,8,8,8,8,8,3,3,3,4,4,15,15,15,1,43,43,49
10816,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,1,43,43,49
10816,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,1,43,43,49
10817,8,8,8,8,8,8,8,8,3,3,3,4,4,15,15,15,1,43,43,49
10817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10819,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10820,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10820,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,43,49
10823,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,43,43,49
10824,8,8,8,8,8,8,8,8,3,3,3,4,4,15,15,15,1,43,43,49
10824,8,8,8,8,8,8,8,8,3,3,3,4,4,15,15,15,1,43,43,49
10825,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10825,16,16,16,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10826,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10826,22,22,22,16,16,16,29,29,29,29,15,15,15,15,15,15,1,43,43,49
10827,5,5,5,5,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10827,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10828,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10828,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10829,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10829,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10830,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10830,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10831,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10831,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10832,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10832,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10833,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10833,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10834,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10834,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10835,6,6,6,6,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10835,5,5,5,5,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10836,5,5,5,5,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10836,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10837,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10837,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10838,5,5,5,5,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10838,5,5,5,5,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10839,5,5,5,5,5,5,5,5,5,5,5,49,49,49,49,49,49,49,49,49
10839,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10840,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10840,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10841,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10841,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10842,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10842,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10843,17,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10843,17,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10844,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10844,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10845,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10845,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10846,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10846,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10847,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10847,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10848,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10848,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10849,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10849,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10850,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
10850,10,17,17,17,17,17,17,17,17,18,18,18,49,49,49,49,49,49,49,49
